0.00000,0.00000,0.00000
-0.27735,0.00000,0.00000
0.00000,-0.27735,0.00000
0.00000,0.00000,-0.27735
0.00000,0.00000,0.27735
0.00000,0.27735,0.00000
0.27735,0.00000,0.00000
-0.27735,-0.27735,0.00000
-0.27735,0.00000,-0.27735
-0.27735,0.00000,0.27735
-0.27735,0.27735,0.00000
0.00000,-0.27735,-0.27735
0.00000,-0.27735,0.27735
0.00000,0.27735,-0.27735
0.00000,0.27735,0.27735
0.27735,-0.27735,0.00000
0.27735,0.00000,-0.27735
0.27735,0.00000,0.27735
0.27735,0.27735,0.00000
-0.27735,-0.27735,-0.27735
-0.27735,-0.27735,0.27735
-0.27735,0.27735,-0.27735
-0.27735,0.27735,0.27735
0.27735,-0.27735,-0.27735
0.27735,-0.27735,0.27735
0.27735,0.27735,-0.27735
0.27735,0.27735,0.27735
-0.55470,0.00000,0.00000
0.00000,-0.55470,0.00000
0.00000,0.00000,-0.55470
0.00000,0.00000,0.55470
0.00000,0.55470,0.00000
0.55470,0.00000,0.00000
-0.55470,-0.27735,0.00000
-0.55470,0.00000,-0.27735
-0.55470,0.00000,0.27735
-0.55470,0.27735,0.00000
-0.27735,-0.55470,0.00000
-0.27735,0.00000,-0.55470
-0.27735,0.00000,0.55470
-0.27735,0.55470,0.00000
0.00000,-0.55470,-0.27735
0.00000,-0.55470,0.27735
0.00000,-0.27735,-0.55470
0.00000,-0.27735,0.55470
0.00000,0.27735,-0.55470
0.00000,0.27735,0.55470
0.00000,0.55470,-0.27735
0.00000,0.55470,0.27735
0.27735,-0.55470,0.00000
0.27735,0.00000,-0.55470
0.27735,0.00000,0.55470
0.27735,0.55470,0.00000
0.55470,-0.27735,0.00000
0.55470,0.00000,-0.27735
0.55470,0.00000,0.27735
0.55470,0.27735,0.00000
-0.55470,-0.27735,-0.27735
-0.55470,-0.27735,0.27735
-0.55470,0.27735,-0.27735
-0.55470,0.27735,0.27735
-0.27735,-0.55470,-0.27735
-0.27735,-0.55470,0.27735
-0.27735,-0.27735,-0.55470
-0.27735,-0.27735,0.55470
-0.27735,0.27735,-0.55470
-0.27735,0.27735,0.55470
